workerid,exptid,condition,trial_type,trial_num,kind_type,kind_label,feature_label,response
28f7c07b9f7aba654ae0f7ed872873f1,1,4pedagogical,id,1,artifact,Blicket,squeaks,1
28f7c07b9f7aba654ae0f7ed872873f1,1,4pedagogical,id,2,bird,Fep,has white wings,1
28f7c07b9f7aba654ae0f7ed872873f1,1,4pedagogical,id,3,flower,Dax,has a black center,1
dc71b7ca22ff8a882d624bc665b32b4e,1,4pedagogical,response,1,artifact,Blicket,squeaks,0.84
dc71b7ca22ff8a882d624bc665b32b4e,1,4pedagogical,response,2,bird,Fep,has white wings,0.75
dc71b7ca22ff8a882d624bc665b32b4e,1,4pedagogical,response,3,flower,Dax,has a black center,0.71
dc71b7ca22ff8a882d624bc665b32b4e,1,4pedagogical,id,1,artifact,Blicket,squeaks,1
dc71b7ca22ff8a882d624bc665b32b4e,1,4pedagogical,id,2,bird,Fep,has white wings,1
dc71b7ca22ff8a882d624bc665b32b4e,1,4pedagogical,id,3,flower,Dax,has a black center,1
d94dfc66537c84e693bdfe623cc2bb80,1,4pedagogical,response,1,artifact,Blicket,squeaks,1
d94dfc66537c84e693bdfe623cc2bb80,1,4pedagogical,response,2,bird,Fep,has white wings,1
d94dfc66537c84e693bdfe623cc2bb80,1,4pedagogical,response,3,flower,Dax,has a black center,1
d94dfc66537c84e693bdfe623cc2bb80,1,4pedagogical,id,1,artifact,Blicket,squeaks,1
d94dfc66537c84e693bdfe623cc2bb80,1,4pedagogical,id,2,bird,Fep,has white wings,1
d94dfc66537c84e693bdfe623cc2bb80,1,4pedagogical,id,3,flower,Dax,has a black center,1
93c62d41407447456dd338c2b2299ec4,1,4pedagogical,response,1,bird,Fep,has white wings,0.99
93c62d41407447456dd338c2b2299ec4,1,4pedagogical,response,2,artifact,Blicket,squeaks,1
93c62d41407447456dd338c2b2299ec4,1,4pedagogical,response,3,flower,Dax,has a black center,1
93c62d41407447456dd338c2b2299ec4,1,4pedagogical,id,1,bird,Fep,has white wings,1
93c62d41407447456dd338c2b2299ec4,1,4pedagogical,id,2,artifact,Blicket,squeaks,1
93c62d41407447456dd338c2b2299ec4,1,4pedagogical,id,3,flower,Dax,has a black center,1
9c0696f8a30375dec907d03d42d93b32,1,accidental,response,1,flower,Dax,has a black center,0.99
9c0696f8a30375dec907d03d42d93b32,1,accidental,response,2,bird,Fep,has white wings,0.5
9c0696f8a30375dec907d03d42d93b32,1,accidental,response,3,artifact,Blicket,squeaks,1
9c0696f8a30375dec907d03d42d93b32,1,accidental,id,1,flower,Dax,has a black center,1
9c0696f8a30375dec907d03d42d93b32,1,accidental,id,2,bird,Fep,has white wings,1
9c0696f8a30375dec907d03d42d93b32,1,accidental,id,3,artifact,Blicket,squeaks,1
ce4bbee643a276459545f5492b0f5aac,1,pedagogical,response,1,artifact,Blicket,squeaks,0.78
ce4bbee643a276459545f5492b0f5aac,1,pedagogical,response,2,flower,Dax,has a black center,0.53
ce4bbee643a276459545f5492b0f5aac,1,pedagogical,response,3,bird,Fep,has white wings,0.55
ce4bbee643a276459545f5492b0f5aac,1,pedagogical,id,1,artifact,Blicket,squeaks,1
ce4bbee643a276459545f5492b0f5aac,1,pedagogical,id,2,flower,Dax,has a black center,1
ce4bbee643a276459545f5492b0f5aac,1,pedagogical,id,3,bird,Fep,has white wings,1
fcae08f2d0eae15f88cc075ef84950b4,1,pedageneric,response,1,artifact,Blicket,squeaks,0.9
fcae08f2d0eae15f88cc075ef84950b4,1,pedageneric,response,2,flower,Dax,has a black center,0.96
fcae08f2d0eae15f88cc075ef84950b4,1,pedageneric,response,3,bird,Fep,has white wings,0.96
fcae08f2d0eae15f88cc075ef84950b4,1,pedageneric,id,1,artifact,Blicket,squeaks,1
fcae08f2d0eae15f88cc075ef84950b4,1,pedageneric,id,2,flower,Dax,has a black center,1
fcae08f2d0eae15f88cc075ef84950b4,1,pedageneric,id,3,bird,Fep,has white wings,1
3841cdf562c6a2a01ba58db0dc34864b,1,pedagogical,response,1,flower,Dax,has a black center,0.72
3841cdf562c6a2a01ba58db0dc34864b,1,pedagogical,response,2,artifact,Blicket,squeaks,0.74
3841cdf562c6a2a01ba58db0dc34864b,1,pedagogical,response,3,bird,Fep,has white wings,0.64
3841cdf562c6a2a01ba58db0dc34864b,1,pedagogical,id,1,flower,Dax,has a black center,1
3841cdf562c6a2a01ba58db0dc34864b,1,pedagogical,id,2,artifact,Blicket,squeaks,1
3841cdf562c6a2a01ba58db0dc34864b,1,pedagogical,id,3,bird,Fep,has white wings,1
8bd7ad893c274f22ebdfa5cea8733697,1,accidental,response,1,artifact,Blicket,squeaks,0.8
8bd7ad893c274f22ebdfa5cea8733697,1,accidental,response,2,bird,Fep,has white wings,0.6
8bd7ad893c274f22ebdfa5cea8733697,1,accidental,response,3,flower,Dax,has a black center,0.88
8bd7ad893c274f22ebdfa5cea8733697,1,accidental,id,1,artifact,Blicket,squeaks,1
8bd7ad893c274f22ebdfa5cea8733697,1,accidental,id,2,bird,Fep,has white wings,1
8bd7ad893c274f22ebdfa5cea8733697,1,accidental,id,3,flower,Dax,has a black center,1
c57782a4b3ef49679915e2010a276de5,1,accidental,response,1,artifact,Blicket,squeaks,0.51
c57782a4b3ef49679915e2010a276de5,1,accidental,response,2,flower,Dax,has a black center,0.51
c57782a4b3ef49679915e2010a276de5,1,accidental,response,3,bird,Fep,has white wings,0.51
c57782a4b3ef49679915e2010a276de5,1,accidental,id,1,artifact,Blicket,squeaks,1
c57782a4b3ef49679915e2010a276de5,1,accidental,id,2,flower,Dax,has a black center,1
c57782a4b3ef49679915e2010a276de5,1,accidental,id,3,bird,Fep,has white wings,1
fc00f47015ccb1e48cc262392710b8c1,1,pedageneric,response,1,bird,Fep,has white wings,1
fc00f47015ccb1e48cc262392710b8c1,1,pedageneric,response,2,flower,Dax,has a black center,1
fc00f47015ccb1e48cc262392710b8c1,1,pedageneric,response,3,artifact,Blicket,squeaks,0.51
fc00f47015ccb1e48cc262392710b8c1,1,pedageneric,id,1,bird,Fep,has white wings,1
fc00f47015ccb1e48cc262392710b8c1,1,pedageneric,id,2,flower,Dax,has a black center,1
fc00f47015ccb1e48cc262392710b8c1,1,pedageneric,id,3,artifact,Blicket,squeaks,0
a22f12750983b92b938458c831b8a36a,1,accidental,response,1,bird,Fep,has white wings,0.83
a22f12750983b92b938458c831b8a36a,1,accidental,response,2,flower,Dax,has a black center,1
a22f12750983b92b938458c831b8a36a,1,accidental,response,3,artifact,Blicket,squeaks,1
a22f12750983b92b938458c831b8a36a,1,accidental,id,1,bird,Fep,has white wings,1
a22f12750983b92b938458c831b8a36a,1,accidental,id,2,flower,Dax,has a black center,1
a22f12750983b92b938458c831b8a36a,1,accidental,id,3,artifact,Blicket,squeaks,1
8e4078d8d094fbe4ec6651c81e6c829e,1,accidental,response,1,flower,Dax,has a black center,0.97
8e4078d8d094fbe4ec6651c81e6c829e,1,accidental,response,2,bird,Fep,has white wings,0.05
8e4078d8d094fbe4ec6651c81e6c829e,1,accidental,response,3,artifact,Blicket,squeaks,0.98
8e4078d8d094fbe4ec6651c81e6c829e,1,accidental,id,1,flower,Dax,has a black center,1
8e4078d8d094fbe4ec6651c81e6c829e,1,accidental,id,2,bird,Fep,has white wings,1
8e4078d8d094fbe4ec6651c81e6c829e,1,accidental,id,3,artifact,Blicket,squeaks,1
703efe5a0d00cdfd8f70865ce33e75e9,1,4pedagogical,response,1,artifact,Blicket,squeaks,0.65
703efe5a0d00cdfd8f70865ce33e75e9,1,4pedagogical,response,2,bird,Fep,has white wings,0.73
703efe5a0d00cdfd8f70865ce33e75e9,1,4pedagogical,response,3,flower,Dax,has a black center,0.65
703efe5a0d00cdfd8f70865ce33e75e9,1,4pedagogical,id,1,artifact,Blicket,squeaks,1
703efe5a0d00cdfd8f70865ce33e75e9,1,4pedagogical,id,2,bird,Fep,has white wings,0
703efe5a0d00cdfd8f70865ce33e75e9,1,4pedagogical,id,3,flower,Dax,has a black center,1
649427444a02af7b390b87bac33ca643,1,4pedagogical,response,1,artifact,Blicket,squeaks,0.91
649427444a02af7b390b87bac33ca643,1,4pedagogical,response,2,flower,Dax,has a black center,0.96
649427444a02af7b390b87bac33ca643,1,4pedagogical,response,3,bird,Fep,has white wings,0.96
649427444a02af7b390b87bac33ca643,1,4pedagogical,id,1,artifact,Blicket,squeaks,1
649427444a02af7b390b87bac33ca643,1,4pedagogical,id,2,flower,Dax,has a black center,1
649427444a02af7b390b87bac33ca643,1,4pedagogical,id,3,bird,Fep,has white wings,1
327c5f70b91cd5c431ce81db11b8e7ab,1,4pedagogical,response,1,artifact,Blicket,squeaks,0.99
327c5f70b91cd5c431ce81db11b8e7ab,1,4pedagogical,response,2,flower,Dax,has a black center,0.98
327c5f70b91cd5c431ce81db11b8e7ab,1,4pedagogical,response,3,bird,Fep,has white wings,0.99
327c5f70b91cd5c431ce81db11b8e7ab,1,4pedagogical,id,1,artifact,Blicket,squeaks,1
327c5f70b91cd5c431ce81db11b8e7ab,1,4pedagogical,id,2,flower,Dax,has a black center,1
327c5f70b91cd5c431ce81db11b8e7ab,1,4pedagogical,id,3,bird,Fep,has white wings,1
7302e77ae276a0cbbf3cd41120043481,1,4accidental,response,1,artifact,Blicket,squeaks,0.91
7302e77ae276a0cbbf3cd41120043481,1,4accidental,response,2,flower,Dax,has a black center,0.85
7302e77ae276a0cbbf3cd41120043481,1,4accidental,response,3,bird,Fep,has white wings,0.93
7302e77ae276a0cbbf3cd41120043481,1,4accidental,id,1,artifact,Blicket,squeaks,1
7302e77ae276a0cbbf3cd41120043481,1,4accidental,id,2,flower,Dax,has a black center,1
7302e77ae276a0cbbf3cd41120043481,1,4accidental,id,3,bird,Fep,has white wings,1
59663df403f1e22cdf81f6af46dba6b1,1,4pedagogical,response,1,artifact,Blicket,squeaks,0.91
59663df403f1e22cdf81f6af46dba6b1,1,4pedagogical,response,2,bird,Fep,has white wings,1
59663df403f1e22cdf81f6af46dba6b1,1,4pedagogical,response,3,flower,Dax,has a black center,0.99
59663df403f1e22cdf81f6af46dba6b1,1,4pedagogical,id,1,artifact,Blicket,squeaks,1
59663df403f1e22cdf81f6af46dba6b1,1,4pedagogical,id,2,bird,Fep,has white wings,1
59663df403f1e22cdf81f6af46dba6b1,1,4pedagogical,id,3,flower,Dax,has a black center,1
3fb8cb0a0aaacba1d013a7096497be5e,1,4accidental,response,1,bird,Fep,has white wings,1
3fb8cb0a0aaacba1d013a7096497be5e,1,4accidental,response,2,flower,Dax,has a black center,1
3fb8cb0a0aaacba1d013a7096497be5e,1,4accidental,response,3,artifact,Blicket,squeaks,1
3fb8cb0a0aaacba1d013a7096497be5e,1,4accidental,id,1,bird,Fep,has white wings,1
3fb8cb0a0aaacba1d013a7096497be5e,1,4accidental,id,2,flower,Dax,has a black center,1
3fb8cb0a0aaacba1d013a7096497be5e,1,4accidental,id,3,artifact,Blicket,squeaks,1
92c86da8b106d0799660c72f7d00d825,1,4accidental,response,1,flower,Dax,has a black center,0.51
92c86da8b106d0799660c72f7d00d825,1,4accidental,response,2,artifact,Blicket,squeaks,0.82
92c86da8b106d0799660c72f7d00d825,1,4accidental,response,3,bird,Fep,has white wings,0.73
92c86da8b106d0799660c72f7d00d825,1,4accidental,id,1,flower,Dax,has a black center,1
92c86da8b106d0799660c72f7d00d825,1,4accidental,id,2,artifact,Blicket,squeaks,1
92c86da8b106d0799660c72f7d00d825,1,4accidental,id,3,bird,Fep,has white wings,1
bdf2efa319c3076de08b4bd22fac48f1,1,4accidental,response,1,bird,Fep,has white wings,0.94
bdf2efa319c3076de08b4bd22fac48f1,1,4accidental,response,2,artifact,Blicket,squeaks,0.91
bdf2efa319c3076de08b4bd22fac48f1,1,4accidental,response,3,flower,Dax,has a black center,0.85
bdf2efa319c3076de08b4bd22fac48f1,1,4accidental,id,1,bird,Fep,has white wings,0
bdf2efa319c3076de08b4bd22fac48f1,1,4accidental,id,2,artifact,Blicket,squeaks,0
bdf2efa319c3076de08b4bd22fac48f1,1,4accidental,id,3,flower,Dax,has a black center,1
5b7a51a02f8a00afda9dc0476fd9e718,1,4accidental,response,1,bird,Fep,has white wings,0.18
5b7a51a02f8a00afda9dc0476fd9e718,1,4accidental,response,2,artifact,Blicket,squeaks,0.9
5b7a51a02f8a00afda9dc0476fd9e718,1,4accidental,response,3,flower,Dax,has a black center,0.77
5b7a51a02f8a00afda9dc0476fd9e718,1,4accidental,id,1,bird,Fep,has white wings,1
5b7a51a02f8a00afda9dc0476fd9e718,1,4accidental,id,2,artifact,Blicket,squeaks,1
5b7a51a02f8a00afda9dc0476fd9e718,1,4accidental,id,3,flower,Dax,has a black center,1
8db6d93600cd1f7a16462698465b66fd,1,4accidental,response,1,flower,Dax,has a black center,0.99
8db6d93600cd1f7a16462698465b66fd,1,4accidental,response,2,artifact,Blicket,squeaks,0.99
8db6d93600cd1f7a16462698465b66fd,1,4accidental,response,3,bird,Fep,has white wings,0.99
8db6d93600cd1f7a16462698465b66fd,1,4accidental,id,1,flower,Dax,has a black center,1
8db6d93600cd1f7a16462698465b66fd,1,4accidental,id,2,artifact,Blicket,squeaks,1
8db6d93600cd1f7a16462698465b66fd,1,4accidental,id,3,bird,Fep,has white wings,1
722367d0eaeaa5e549a111fec9ad9dc8,1,4accidental,response,1,artifact,Blicket,squeaks,0.86
722367d0eaeaa5e549a111fec9ad9dc8,1,4accidental,response,2,bird,Fep,has white wings,0.79
722367d0eaeaa5e549a111fec9ad9dc8,1,4accidental,response,3,flower,Dax,has a black center,0.85
722367d0eaeaa5e549a111fec9ad9dc8,1,4accidental,id,1,artifact,Blicket,squeaks,1
722367d0eaeaa5e549a111fec9ad9dc8,1,4accidental,id,2,bird,Fep,has white wings,1
722367d0eaeaa5e549a111fec9ad9dc8,1,4accidental,id,3,flower,Dax,has a black center,1
09b63a7d55f28286abeebcef713b80b9,1,4accidental,response,1,bird,Fep,has white wings,0.98
09b63a7d55f28286abeebcef713b80b9,1,4accidental,response,2,flower,Dax,has a black center,0.99
09b63a7d55f28286abeebcef713b80b9,1,4accidental,response,3,artifact,Blicket,squeaks,0.98
09b63a7d55f28286abeebcef713b80b9,1,4accidental,id,1,bird,Fep,has white wings,1
09b63a7d55f28286abeebcef713b80b9,1,4accidental,id,2,flower,Dax,has a black center,1
09b63a7d55f28286abeebcef713b80b9,1,4accidental,id,3,artifact,Blicket,squeaks,1
f420416ca76af6a53d3e43c85f0942f6,1,4accidental,response,1,artifact,Blicket,squeaks,1
f420416ca76af6a53d3e43c85f0942f6,1,4accidental,response,2,flower,Dax,has a black center,0.96
f420416ca76af6a53d3e43c85f0942f6,1,4accidental,response,3,bird,Fep,has white wings,0.96
f420416ca76af6a53d3e43c85f0942f6,1,4accidental,id,1,artifact,Blicket,squeaks,1
f420416ca76af6a53d3e43c85f0942f6,1,4accidental,id,2,flower,Dax,has a black center,1
f420416ca76af6a53d3e43c85f0942f6,1,4accidental,id,3,bird,Fep,has white wings,1
16ee627974e97f030d8f2c92e4fdcc64,1,4pedagogical,response,1,flower,Dax,has a black center,0.59
16ee627974e97f030d8f2c92e4fdcc64,1,4pedagogical,response,2,bird,Fep,has white wings,0.95
16ee627974e97f030d8f2c92e4fdcc64,1,4pedagogical,response,3,artifact,Blicket,squeaks,0.97
16ee627974e97f030d8f2c92e4fdcc64,1,4pedagogical,id,1,flower,Dax,has a black center,1
16ee627974e97f030d8f2c92e4fdcc64,1,4pedagogical,id,2,bird,Fep,has white wings,1
16ee627974e97f030d8f2c92e4fdcc64,1,4pedagogical,id,3,artifact,Blicket,squeaks,1
4e4edb85d1f987ec58da384ae14ae5f4,1,4pedagogical,response,1,artifact,Blicket,squeaks,1
4e4edb85d1f987ec58da384ae14ae5f4,1,4pedagogical,response,2,bird,Fep,has white wings,1
4e4edb85d1f987ec58da384ae14ae5f4,1,4pedagogical,response,3,flower,Dax,has a black center,0.99
4e4edb85d1f987ec58da384ae14ae5f4,1,4pedagogical,id,1,artifact,Blicket,squeaks,1
4e4edb85d1f987ec58da384ae14ae5f4,1,4pedagogical,id,2,bird,Fep,has white wings,1
4e4edb85d1f987ec58da384ae14ae5f4,1,4pedagogical,id,3,flower,Dax,has a black center,1
59663df403f1e22cdf81f6af46dba6b1,1,4pedagogical,response,1,bird,Fep,has white wings,0.93
59663df403f1e22cdf81f6af46dba6b1,1,4pedagogical,response,2,artifact,Blicket,squeaks,0.97
59663df403f1e22cdf81f6af46dba6b1,1,4pedagogical,response,3,flower,Dax,has a black center,0.93
59663df403f1e22cdf81f6af46dba6b1,1,4pedagogical,id,1,bird,Fep,has white wings,1
59663df403f1e22cdf81f6af46dba6b1,1,4pedagogical,id,2,artifact,Blicket,squeaks,1
59663df403f1e22cdf81f6af46dba6b1,1,4pedagogical,id,3,flower,Dax,has a black center,1
50e771dc707edad6ab2a20fac03db4be,1,4pedagogical,response,1,flower,Dax,has a black center,0.94
50e771dc707edad6ab2a20fac03db4be,1,4pedagogical,response,2,bird,Fep,has white wings,0.93
50e771dc707edad6ab2a20fac03db4be,1,4pedagogical,response,3,artifact,Blicket,squeaks,0.91
50e771dc707edad6ab2a20fac03db4be,1,4pedagogical,id,1,flower,Dax,has a black center,1
50e771dc707edad6ab2a20fac03db4be,1,4pedagogical,id,2,bird,Fep,has white wings,1
50e771dc707edad6ab2a20fac03db4be,1,4pedagogical,id,3,artifact,Blicket,squeaks,1
ab315ed819cdc44130b94ea0d148cad4,1,4pedagogical,response,1,artifact,Blicket,squeaks,0.97
ab315ed819cdc44130b94ea0d148cad4,1,4pedagogical,response,2,flower,Dax,has a black center,0.99
ab315ed819cdc44130b94ea0d148cad4,1,4pedagogical,response,3,bird,Fep,has white wings,0.99
ab315ed819cdc44130b94ea0d148cad4,1,4pedagogical,id,1,artifact,Blicket,squeaks,0
ab315ed819cdc44130b94ea0d148cad4,1,4pedagogical,id,2,flower,Dax,has a black center,1
ab315ed819cdc44130b94ea0d148cad4,1,4pedagogical,id,3,bird,Fep,has white wings,1
aab473010243744feea19302df0f331b,1,4accidental,response,1,flower,Dax,has a black center,1
aab473010243744feea19302df0f331b,1,4accidental,response,2,bird,Fep,has white wings,1
aab473010243744feea19302df0f331b,1,4accidental,response,3,artifact,Blicket,squeaks,1
aab473010243744feea19302df0f331b,1,4accidental,id,1,flower,Dax,has a black center,1
aab473010243744feea19302df0f331b,1,4accidental,id,2,bird,Fep,has white wings,1
aab473010243744feea19302df0f331b,1,4accidental,id,3,artifact,Blicket,squeaks,1
ca4f0c28cb45906538d9d389f49affbe,1,4accidental,response,1,flower,Dax,has a black center,0.48
ca4f0c28cb45906538d9d389f49affbe,1,4accidental,response,2,artifact,Blicket,squeaks,0.3
ca4f0c28cb45906538d9d389f49affbe,1,4accidental,response,3,bird,Fep,has white wings,0.36
ca4f0c28cb45906538d9d389f49affbe,1,4accidental,id,1,flower,Dax,has a black center,1
ca4f0c28cb45906538d9d389f49affbe,1,4accidental,id,2,artifact,Blicket,squeaks,1
