workerid,exptid,trial_type,trial_num,condition,kind_type,kind_label,feature_label,response,n_correct,pass,pass_sound
0ac4597a9724cc8a95f6a111f0a38c34,1,response,3,3pedagogical,bird,Fep,has white wings,0.9,3,TRUE,TRUE
0b2ea3ef2837693a52fa9509df3501b1,1,id,1,2pedagogical,bird,Fep,has white wings,1,3,TRUE,TRUE
0b2ea3ef2837693a52fa9509df3501b1,1,id,2,2pedagogical,artifact,Blicket,squeaks,1,3,TRUE,TRUE
0b2ea3ef2837693a52fa9509df3501b1,1,id,3,2pedagogical,flower,Dax,has a black center,1,3,TRUE,TRUE
0b2ea3ef2837693a52fa9509df3501b1,1,response,1,2pedagogical,bird,Fep,has white wings,0.24,3,TRUE,TRUE
0b2ea3ef2837693a52fa9509df3501b1,1,response,2,2pedagogical,artifact,Blicket,squeaks,0.82,3,TRUE,TRUE
0b2ea3ef2837693a52fa9509df3501b1,1,response,3,2pedagogical,flower,Dax,has a black center,0.67,3,TRUE,TRUE
0b47763ec87aa5d3db5e005e82f19758,1,id,1,pedageneric,flower,Dax,has a black center,1,3,TRUE,TRUE
0b47763ec87aa5d3db5e005e82f19758,1,id,2,pedageneric,bird,Fep,has white wings,1,3,TRUE,TRUE
0b47763ec87aa5d3db5e005e82f19758,1,id,3,pedageneric,artifact,Blicket,squeaks,1,3,TRUE,TRUE
0b47763ec87aa5d3db5e005e82f19758,1,response,1,pedageneric,flower,Dax,has a black center,1,3,TRUE,TRUE
0b47763ec87aa5d3db5e005e82f19758,1,response,2,pedageneric,bird,Fep,has white wings,1,3,TRUE,TRUE
0b47763ec87aa5d3db5e005e82f19758,1,response,3,pedageneric,artifact,Blicket,squeaks,0.97,3,TRUE,TRUE
0bd6cc8256d57837e52252e171e8a8c2,1,id,1,generic,flower,Dax,has a black center,1,3,TRUE,TRUE
0bd6cc8256d57837e52252e171e8a8c2,1,id,2,generic,bird,Fep,has white wings,1,3,TRUE,TRUE
0bd6cc8256d57837e52252e171e8a8c2,1,id,3,generic,artifact,Blicket,squeaks,1,3,TRUE,TRUE
0bd6cc8256d57837e52252e171e8a8c2,1,response,1,generic,flower,Dax,has a black center,0.91,3,TRUE,TRUE
0bd6cc8256d57837e52252e171e8a8c2,1,response,2,generic,bird,Fep,has white wings,0.86,3,TRUE,TRUE
0bd6cc8256d57837e52252e171e8a8c2,1,response,3,generic,artifact,Blicket,squeaks,0.77,3,TRUE,TRUE
0bf13d3412c0ae19e0dae2294a90bcd5,1,id,1,2accidental,flower,Dax,has a black center,1,3,TRUE,TRUE
0bf13d3412c0ae19e0dae2294a90bcd5,1,id,2,2accidental,artifact,Blicket,squeaks,1,3,TRUE,TRUE
0bf13d3412c0ae19e0dae2294a90bcd5,1,id,3,2accidental,bird,Fep,has white wings,1,3,TRUE,TRUE
0bf13d3412c0ae19e0dae2294a90bcd5,1,response,1,2accidental,flower,Dax,has a black center,0.81,3,TRUE,TRUE
0bf13d3412c0ae19e0dae2294a90bcd5,1,response,2,2accidental,artifact,Blicket,squeaks,0.83,3,TRUE,TRUE
0bf13d3412c0ae19e0dae2294a90bcd5,1,response,3,2accidental,bird,Fep,has white wings,0.51,3,TRUE,TRUE
0c0e7ac66ed4019f26697db9f459a39a,1,id,1,pedagogical,flower,Dax,has a black center,1,3,TRUE,TRUE
0c0e7ac66ed4019f26697db9f459a39a,1,id,2,pedagogical,bird,Fep,has white wings,1,3,TRUE,TRUE
0c0e7ac66ed4019f26697db9f459a39a,1,id,3,pedagogical,artifact,Blicket,squeaks,1,3,TRUE,TRUE
0c0e7ac66ed4019f26697db9f459a39a,1,response,1,pedagogical,flower,Dax,has a black center,0.91,3,TRUE,TRUE
0c0e7ac66ed4019f26697db9f459a39a,1,response,2,pedagogical,bird,Fep,has white wings,0.79,3,TRUE,TRUE
0c0e7ac66ed4019f26697db9f459a39a,1,response,3,pedagogical,artifact,Blicket,squeaks,0.96,3,TRUE,TRUE
0c68f9b7340887768fa47368c5643a0d,1,id,1,2accidental,artifact,Blicket,squeaks,1,3,TRUE,TRUE
0c68f9b7340887768fa47368c5643a0d,1,id,2,2accidental,bird,Fep,has white wings,1,3,TRUE,TRUE
0c68f9b7340887768fa47368c5643a0d,1,id,3,2accidental,flower,Dax,has a black center,1,3,TRUE,TRUE
0c68f9b7340887768fa47368c5643a0d,1,response,1,2accidental,artifact,Blicket,squeaks,0.8,3,TRUE,TRUE
0c68f9b7340887768fa47368c5643a0d,1,response,2,2accidental,bird,Fep,has white wings,0.23,3,TRUE,TRUE
0c68f9b7340887768fa47368c5643a0d,1,response,3,2accidental,flower,Dax,has a black center,0.91,3,TRUE,TRUE
0d00290f86c1fdd44430baab44cdf892,1,id,1,pedageneric,artifact,Blicket,squeaks,1,3,TRUE,TRUE
0d00290f86c1fdd44430baab44cdf892,1,id,2,pedageneric,flower,Dax,has a black center,1,3,TRUE,TRUE
0d00290f86c1fdd44430baab44cdf892,1,id,3,pedageneric,bird,Fep,has white wings,1,3,TRUE,TRUE
0d00290f86c1fdd44430baab44cdf892,1,response,1,pedageneric,artifact,Blicket,squeaks,0.92,3,TRUE,TRUE
0d00290f86c1fdd44430baab44cdf892,1,response,2,pedageneric,flower,Dax,has a black center,0.94,3,TRUE,TRUE
0d00290f86c1fdd44430baab44cdf892,1,response,3,pedageneric,bird,Fep,has white wings,1,3,TRUE,TRUE
0ec87610847ba7d866f1a10bd42adba9,1,id,1,4accidental,bird,Fep,has white wings,1,3,TRUE,TRUE
0ec87610847ba7d866f1a10bd42adba9,1,id,2,4accidental,flower,Dax,has a black center,1,3,TRUE,TRUE
0ec87610847ba7d866f1a10bd42adba9,1,id,3,4accidental,artifact,Blicket,squeaks,1,3,TRUE,TRUE
0ec87610847ba7d866f1a10bd42adba9,1,response,1,4accidental,bird,Fep,has white wings,1,3,TRUE,TRUE
0ec87610847ba7d866f1a10bd42adba9,1,response,2,4accidental,flower,Dax,has a black center,0.9,3,TRUE,TRUE
0ec87610847ba7d866f1a10bd42adba9,1,response,3,4accidental,artifact,Blicket,squeaks,0.92,3,TRUE,TRUE
0f55db7f304a563535c35b8fafcb8870,1,id,1,accidental,bird,Fep,has white wings,1,3,TRUE,TRUE
0f55db7f304a563535c35b8fafcb8870,1,id,2,accidental,flower,Dax,has a black center,1,3,TRUE,TRUE
0f55db7f304a563535c35b8fafcb8870,1,id,3,accidental,artifact,Blicket,squeaks,1,3,TRUE,TRUE
0f55db7f304a563535c35b8fafcb8870,1,response,1,accidental,bird,Fep,has white wings,0.45,3,TRUE,TRUE
0f55db7f304a563535c35b8fafcb8870,1,response,2,accidental,flower,Dax,has a black center,0.92,3,TRUE,TRUE
0f55db7f304a563535c35b8fafcb8870,1,response,3,accidental,artifact,Blicket,squeaks,0.78,3,TRUE,TRUE
1069d60b47a08b20c68b12952f03de65,1,id,1,4pedagogical,flower,Dax,has a black center,1,3,TRUE,TRUE
1069d60b47a08b20c68b12952f03de65,1,id,2,4pedagogical,artifact,Blicket,squeaks,1,3,TRUE,TRUE
1069d60b47a08b20c68b12952f03de65,1,id,3,4pedagogical,bird,Fep,has white wings,1,3,TRUE,TRUE
1069d60b47a08b20c68b12952f03de65,1,response,1,4pedagogical,flower,Dax,has a black center,0.65,3,TRUE,TRUE
1069d60b47a08b20c68b12952f03de65,1,response,2,4pedagogical,artifact,Blicket,squeaks,0.66,3,TRUE,TRUE
1069d60b47a08b20c68b12952f03de65,1,response,3,4pedagogical,bird,Fep,has white wings,0.66,3,TRUE,TRUE
11b84f2613fd0e5698e010b65b5e8c37,1,id,1,2pedagogical,flower,Dax,has a black center,1,3,TRUE,TRUE
11b84f2613fd0e5698e010b65b5e8c37,1,id,2,2pedagogical,artifact,Blicket,squeaks,1,3,TRUE,TRUE
11b84f2613fd0e5698e010b65b5e8c37,1,id,3,2pedagogical,bird,Fep,has white wings,1,3,TRUE,TRUE
11b84f2613fd0e5698e010b65b5e8c37,1,response,1,2pedagogical,flower,Dax,has a black center,0.5,3,TRUE,TRUE
11b84f2613fd0e5698e010b65b5e8c37,1,response,2,2pedagogical,artifact,Blicket,squeaks,0.61,3,TRUE,TRUE
11b84f2613fd0e5698e010b65b5e8c37,1,response,3,2pedagogical,bird,Fep,has white wings,0.6,3,TRUE,TRUE
1409d4c6c3e75950bdf07b70b12106af,1,id,1,3pedagogical,flower,Dax,has a black center,1,3,TRUE,TRUE
1409d4c6c3e75950bdf07b70b12106af,1,id,2,3pedagogical,bird,Fep,has white wings,1,3,TRUE,TRUE
1409d4c6c3e75950bdf07b70b12106af,1,id,3,3pedagogical,artifact,Blicket,squeaks,1,3,TRUE,TRUE
1409d4c6c3e75950bdf07b70b12106af,1,response,1,3pedagogical,flower,Dax,has a black center,0.73,3,TRUE,TRUE
1409d4c6c3e75950bdf07b70b12106af,1,response,2,3pedagogical,bird,Fep,has white wings,0.67,3,TRUE,TRUE
1409d4c6c3e75950bdf07b70b12106af,1,response,3,3pedagogical,artifact,Blicket,squeaks,0.62,3,TRUE,TRUE
14a127d3176ca1362249768355996c71,1,id,1,3pedagogical,artifact,Blicket,squeaks,1,3,TRUE,TRUE
14a127d3176ca1362249768355996c71,1,id,2,3pedagogical,flower,Dax,has a black center,1,3,TRUE,TRUE
14a127d3176ca1362249768355996c71,1,id,3,3pedagogical,bird,Fep,has white wings,1,3,TRUE,TRUE
14a127d3176ca1362249768355996c71,1,response,1,3pedagogical,artifact,Blicket,squeaks,1,3,TRUE,TRUE
14a127d3176ca1362249768355996c71,1,response,2,3pedagogical,flower,Dax,has a black center,1,3,TRUE,TRUE
14a127d3176ca1362249768355996c71,1,response,3,3pedagogical,bird,Fep,has white wings,1,3,TRUE,TRUE
15e9b1922901abb9965b5ebe49b3c036,1,id,1,accidental,artifact,Blicket,squeaks,1,3,TRUE,TRUE
15e9b1922901abb9965b5ebe49b3c036,1,id,2,accidental,bird,Fep,has white wings,1,3,TRUE,TRUE
15e9b1922901abb9965b5ebe49b3c036,1,id,3,accidental,flower,Dax,has a black center,1,3,TRUE,TRUE
15e9b1922901abb9965b5ebe49b3c036,1,response,1,accidental,artifact,Blicket,squeaks,0.49,3,TRUE,TRUE
15e9b1922901abb9965b5ebe49b3c036,1,response,2,accidental,bird,Fep,has white wings,0.75,3,TRUE,TRUE
15e9b1922901abb9965b5ebe49b3c036,1,response,3,accidental,flower,Dax,has a black center,0.87,3,TRUE,TRUE
16b724e38e7226465992f6bfd449626d,1,id,1,3accidental,bird,Fep,has white wings,1,3,TRUE,TRUE
16b724e38e7226465992f6bfd449626d,1,id,2,3accidental,artifact,Blicket,squeaks,1,3,TRUE,TRUE
16b724e38e7226465992f6bfd449626d,1,id,3,3accidental,flower,Dax,has a black center,1,3,TRUE,TRUE
16b724e38e7226465992f6bfd449626d,1,response,1,3accidental,bird,Fep,has white wings,0.61,3,TRUE,TRUE
16b724e38e7226465992f6bfd449626d,1,response,2,3accidental,artifact,Blicket,squeaks,0.75,3,TRUE,TRUE
16b724e38e7226465992f6bfd449626d,1,response,3,3accidental,flower,Dax,has a black center,0.41,3,TRUE,TRUE
16ee627974e97f030d8f2c92e4fdcc64,1,id,1,4pedagogical,flower,Dax,has a black center,1,3,TRUE,TRUE
16ee627974e97f030d8f2c92e4fdcc64,1,id,2,4pedagogical,bird,Fep,has white wings,1,3,TRUE,TRUE
16ee627974e97f030d8f2c92e4fdcc64,1,id,3,4pedagogical,artifact,Blicket,squeaks,1,3,TRUE,TRUE
16ee627974e97f030d8f2c92e4fdcc64,1,response,1,4pedagogical,flower,Dax,has a black center,0.59,3,TRUE,TRUE
16ee627974e97f030d8f2c92e4fdcc64,1,response,2,4pedagogical,bird,Fep,has white wings,0.95,3,TRUE,TRUE
16ee627974e97f030d8f2c92e4fdcc64,1,response,3,4pedagogical,artifact,Blicket,squeaks,0.97,3,TRUE,TRUE
171cd84a38d89e61e34deae559d4be32,1,id,1,2accidental,flower,Dax,has a black center,1,3,TRUE,TRUE
171cd84a38d89e61e34deae559d4be32,1,id,2,2accidental,artifact,Blicket,squeaks,1,3,TRUE,TRUE
171cd84a38d89e61e34deae559d4be32,1,id,3,2accidental,bird,Fep,has white wings,1,3,TRUE,TRUE
171cd84a38d89e61e34deae559d4be32,1,response,1,2accidental,flower,Dax,has a black center,0.93,3,TRUE,TRUE
171cd84a38d89e61e34deae559d4be32,1,response,2,2accidental,artifact,Blicket,squeaks,0.94,3,TRUE,TRUE
171cd84a38d89e61e34deae559d4be32,1,response,3,2accidental,bird,Fep,has white wings,0.94,3,TRUE,TRUE
178feead1a82a9a4fdcaa9db9028f4dd,1,id,1,3accidental,bird,Fep,has white wings,1,3,TRUE,TRUE
178feead1a82a9a4fdcaa9db9028f4dd,1,id,2,3accidental,flower,Dax,has a black center,1,3,TRUE,TRUE
178feead1a82a9a4fdcaa9db9028f4dd,1,id,3,3accidental,artifact,Blicket,squeaks,1,3,TRUE,TRUE
178feead1a82a9a4fdcaa9db9028f4dd,1,response,1,3accidental,bird,Fep,has white wings,0.35,3,TRUE,TRUE
178feead1a82a9a4fdcaa9db9028f4dd,1,response,2,3accidental,flower,Dax,has a black center,0.98,3,TRUE,TRUE
178feead1a82a9a4fdcaa9db9028f4dd,1,response,3,3accidental,artifact,Blicket,squeaks,0.99,3,TRUE,TRUE
17ab34eac150b6fa21a9fb344c971020,1,id,1,pedagogical,artifact,Blicket,squeaks,1,3,TRUE,TRUE
17ab34eac150b6fa21a9fb344c971020,1,id,2,pedagogical,flower,Dax,has a black center,1,3,TRUE,TRUE
17ab34eac150b6fa21a9fb344c971020,1,id,3,pedagogical,bird,Fep,has white wings,1,3,TRUE,TRUE
17ab34eac150b6fa21a9fb344c971020,1,response,1,pedagogical,artifact,Blicket,squeaks,0.88,3,TRUE,TRUE
17ab34eac150b6fa21a9fb344c971020,1,response,2,pedagogical,flower,Dax,has a black center,0.87,3,TRUE,TRUE
17ab34eac150b6fa21a9fb344c971020,1,response,3,pedagogical,bird,Fep,has white wings,0.86,3,TRUE,TRUE
17ee5d905a2952f9b89fb10175466770,1,id,1,2accidental,bird,Fep,has white wings,1,3,TRUE,TRUE
17ee5d905a2952f9b89fb10175466770,1,id,2,2accidental,artifact,Blicket,squeaks,1,3,TRUE,TRUE
17ee5d905a2952f9b89fb10175466770,1,id,3,2accidental,flower,Dax,has a black center,1,3,TRUE,TRUE
17ee5d905a2952f9b89fb10175466770,1,response,1,2accidental,bird,Fep,has white wings,0.5,3,TRUE,TRUE
17ee5d905a2952f9b89fb10175466770,1,response,2,2accidental,artifact,Blicket,squeaks,0.91,3,TRUE,TRUE
17ee5d905a2952f9b89fb10175466770,1,response,3,2accidental,flower,Dax,has a black center,0.87,3,TRUE,TRUE
1812691745730b33372a172e7fba2223,1,id,1,3pedagogical,artifact,Blicket,squeaks,1,3,TRUE,TRUE
1812691745730b33372a172e7fba2223,1,id,2,3pedagogical,bird,Fep,has white wings,1,3,TRUE,TRUE
1812691745730b33372a172e7fba2223,1,id,3,3pedagogical,flower,Dax,has a black center,1,3,TRUE,TRUE
1812691745730b33372a172e7fba2223,1,response,1,3pedagogical,artifact,Blicket,squeaks,0.96,3,TRUE,TRUE
1812691745730b33372a172e7fba2223,1,response,2,3pedagogical,bird,Fep,has white wings,0.96,3,TRUE,TRUE
1812691745730b33372a172e7fba2223,1,response,3,3pedagogical,flower,Dax,has a black center,0.97,3,TRUE,TRUE
1a62d588f81d96a0921a7796b10f4e8e,1,id,1,generic,artifact,Blicket,squeaks,1,3,TRUE,TRUE
1a62d588f81d96a0921a7796b10f4e8e,1,id,2,generic,bird,Fep,has white wings,1,3,TRUE,TRUE
1a62d588f81d96a0921a7796b10f4e8e,1,id,3,generic,flower,Dax,has a black center,1,3,TRUE,TRUE
1a62d588f81d96a0921a7796b10f4e8e,1,response,1,generic,artifact,Blicket,squeaks,0.82,3,TRUE,TRUE
1a62d588f81d96a0921a7796b10f4e8e,1,response,2,generic,bird,Fep,has white wings,0.95,3,TRUE,TRUE
1a62d588f81d96a0921a7796b10f4e8e,1,response,3,generic,flower,Dax,has a black center,0.93,3,TRUE,TRUE
1b54759ea55719e7c654aedd3f1b73b4,1,id,1,accidental,artifact,Blicket,squeaks,1,3,TRUE,TRUE
1b54759ea55719e7c654aedd3f1b73b4,1,id,2,accidental,bird,Fep,has white wings,1,3,TRUE,TRUE
1b54759ea55719e7c654aedd3f1b73b4,1,id,3,accidental,flower,Dax,has a black center,1,3,TRUE,TRUE
1b54759ea55719e7c654aedd3f1b73b4,1,response,1,accidental,artifact,Blicket,squeaks,0.74,3,TRUE,TRUE
1b54759ea55719e7c654aedd3f1b73b4,1,response,2,accidental,bird,Fep,has white wings,0.55,3,TRUE,TRUE
1b54759ea55719e7c654aedd3f1b73b4,1,response,3,accidental,flower,Dax,has a black center,0.89,3,TRUE,TRUE
1bc6eba0c1e10927409a63707f1c25c9,1,id,1,3accidental,flower,Dax,has a black center,1,3,TRUE,TRUE
1bc6eba0c1e10927409a63707f1c25c9,1,id,2,3accidental,artifact,Blicket,squeaks,1,3,TRUE,TRUE
1bc6eba0c1e10927409a63707f1c25c9,1,id,3,3accidental,bird,Fep,has white wings,1,3,TRUE,TRUE
1bc6eba0c1e10927409a63707f1c25c9,1,response,1,3accidental,flower,Dax,has a black center,0.17,3,TRUE,TRUE
1bc6eba0c1e10927409a63707f1c25c9,1,response,2,3accidental,artifact,Blicket,squeaks,0.85,3,TRUE,TRUE
1bc6eba0c1e10927409a63707f1c25c9,1,response,3,3accidental,bird,Fep,has white wings,0.88,3,TRUE,TRUE
1bfed0791c7855c3542ede7cf596335a,1,id,1,generic,artifact,Blicket,squeaks,1,3,TRUE,TRUE
1bfed0791c7855c3542ede7cf596335a,1,id,2,generic,flower,Dax,has a black center,1,3,TRUE,TRUE
1bfed0791c7855c3542ede7cf596335a,1,id,3,generic,bird,Fep,has white wings,1,3,TRUE,TRUE
1bfed0791c7855c3542ede7cf596335a,1,response,1,generic,artifact,Blicket,squeaks,0.91,3,TRUE,TRUE
1bfed0791c7855c3542ede7cf596335a,1,response,2,generic,flower,Dax,has a black center,0.94,3,TRUE,TRUE
1bfed0791c7855c3542ede7cf596335a,1,response,3,generic,bird,Fep,has white wings,0.92,3,TRUE,TRUE
1c85e0a58257a9b516cdfebc0675f1a6,1,id,1,generic,artifact,Blicket,squeaks,1,3,TRUE,TRUE
1c85e0a58257a9b516cdfebc0675f1a6,1,id,2,generic,flower,Dax,has a black center,1,3,TRUE,TRUE
1c85e0a58257a9b516cdfebc0675f1a6,1,id,3,generic,bird,Fep,has white wings,1,3,TRUE,TRUE
1c85e0a58257a9b516cdfebc0675f1a6,1,response,1,generic,artifact,Blicket,squeaks,1,3,TRUE,TRUE
1c85e0a58257a9b516cdfebc0675f1a6,1,response,2,generic,flower,Dax,has a black center,0.62,3,TRUE,TRUE
1c85e0a58257a9b516cdfebc0675f1a6,1,response,3,generic,bird,Fep,has white wings,0.9,3,TRUE,TRUE
1cc85b35466fee53c2e5803e5fac9598,1,id,1,4accidental,bird,Fep,has white wings,1,3,TRUE,TRUE
1cc85b35466fee53c2e5803e5fac9598,1,id,2,4accidental,artifact,Blicket,squeaks,1,3,TRUE,TRUE
1cc85b35466fee53c2e5803e5fac9598,1,id,3,4accidental,flower,Dax,has a black center,1,3,TRUE,TRUE
1cc85b35466fee53c2e5803e5fac9598,1,response,1,4accidental,bird,Fep,has white wings,1,3,TRUE,TRUE
1cc85b35466fee53c2e5803e5fac9598,1,response,2,4accidental,artifact,Blicket,squeaks,1,3,TRUE,TRUE
1cc85b35466fee53c2e5803e5fac9598,1,response,3,4accidental,flower,Dax,has a black center,1,3,TRUE,TRUE
1cef02fd0b84c505b54f5fe4b15f00e6,1,id,1,accidental,flower,Dax,has a black center,1,3,TRUE,TRUE
1cef02fd0b84c505b54f5fe4b15f00e6,1,id,2,accidental,artifact,Blicket,squeaks,1,3,TRUE,TRUE
1cef02fd0b84c505b54f5fe4b15f00e6,1,id,3,accidental,bird,Fep,has white wings,1,3,TRUE,TRUE
1cef02fd0b84c505b54f5fe4b15f00e6,1,response,1,accidental,flower,Dax,has a black center,0.49,3,TRUE,TRUE
1cef02fd0b84c505b54f5fe4b15f00e6,1,response,2,accidental,artifact,Blicket,squeaks,1,3,TRUE,TRUE
1cef02fd0b84c505b54f5fe4b15f00e6,1,response,3,accidental,bird,Fep,has white wings,0.21,3,TRUE,TRUE
1d7fb4cddb81536e8e10012338a9806a,1,id,1,4accidental,bird,Fep,has white wings,1,3,TRUE,TRUE
1d7fb4cddb81536e8e10012338a9806a,1,id,2,4accidental,artifact,Blicket,squeaks,1,3,TRUE,TRUE
1d7fb4cddb81536e8e10012338a9806a,1,id,3,4accidental,flower,Dax,has a black center,1,3,TRUE,TRUE
1d7fb4cddb81536e8e10012338a9806a,1,response,1,4accidental,bird,Fep,has white wings,0.02,3,TRUE,TRUE
1d7fb4cddb81536e8e10012338a9806a,1,response,2,4accidental,artifact,Blicket,squeaks,0.98,3,TRUE,TRUE
1d7fb4cddb81536e8e10012338a9806a,1,response,3,4accidental,flower,Dax,has a black center,0.99,3,TRUE,TRUE
1eaec71e9a6498388f714621dc684fed,1,id,1,3accidental,artifact,Blicket,squeaks,1,3,TRUE,TRUE
